task_id,project_id,priority,status,due_in_days,delay_days
3272,226,MEDIUM,TODO,12,9.05
3273,227,MEDIUM,DONE,50,11.93
3274,227,MEDIUM,DONE,8,9.89
3275,227,LOW,DONE,25,16.73
3276,227,MEDIUM,DONE,11,13.67
3277,227,LOW,DONE,3,6.13
3278,227,LOW,DONE,38,12.18
3279,227,HIGH,DONE,8,11.05
3280,227,MEDIUM,DONE,46,7.77
3281,227,HIGH,DONE,37,17.01
3282,227,MEDIUM,DONE,7,7.84
3283,227,MEDIUM,DONE,41,7.74
3284,227,MEDIUM,DONE,21,9.49
3285,227,LOW,DONE,5,12.55
3286,227,HIGH,DELAYED,27,6.93
3287,227,MEDIUM,DELAYED,19,8.46
3288,227,MEDIUM,DELAYED,29,10.89
3289,227,MEDIUM,DELAYED,32,11.33
3290,228,MEDIUM,DONE,70,10.9
3291,228,HIGH,DONE,92,3.91
3292,228,HIGH,DONE,47,11.26
3293,228,HIGH,DONE,78,6.25
3294,228,MEDIUM,DONE,10,12.78
3295,228,MEDIUM,DONE,1,11.17
3296,228,MEDIUM,DONE,22,4.68
3297,228,LOW,DONE,5,8.85
3298,228,MEDIUM,DONE,46,13.11
3299,228,LOW,DONE,88,11.14
3300,228,MEDIUM,DONE,76,5.68
3301,228,MEDIUM,DONE,87,6.94
3302,228,MEDIUM,DONE,29,0.66
3303,228,MEDIUM,DONE,57,8.7
3304,228,HIGH,DONE,37,7.62
3305,228,MEDIUM,DONE,13,9.12
3306,228,MEDIUM,DONE,33,9.66
3307,228,HIGH,DONE,45,8.72
3308,228,MEDIUM,DONE,91,10.12
3309,228,HIGH,DONE,16,3.22
3310,228,MEDIUM,DONE,47,8.3
3311,228,LOW,DONE,14,9.46
3312,228,MEDIUM,DELAYED,74,7.5
3313,228,MEDIUM,DELAYED,5,7.01
3314,228,HIGH,DELAYED,90,8.91
3315,229,MEDIUM,DONE,25,4.3
3316,229,MEDIUM,DONE,25,1.86
3317,229,MEDIUM,DONE,10,3.33
3318,229,MEDIUM,DONE,83,9.91
3319,229,LOW,DONE,80,5.22
3320,229,MEDIUM,DONE,36,8.47
3321,229,MEDIUM,DONE,73,5.42
3322,229,HIGH,DONE,48,6.89
3323,229,MEDIUM,DELAYED,43,5.79
3324,229,MEDIUM,BLOCKED,75,4.39
3325,229,LOW,BLOCKED,107,4.86
3326,230,MEDIUM,DONE,70,8.42
3327,230,MEDIUM,DONE,5,8.98
3328,230,LOW,DONE,23,12.56
3329,230,MEDIUM,DONE,50,6.74
3330,230,MEDIUM,DONE,143,10.53
3331,230,MEDIUM,DONE,116,6.87
3332,230,MEDIUM,DONE,35,8.26
3333,230,MEDIUM,DONE,169,5.91
3334,230,HIGH,DONE,100,9.4
3335,230,MEDIUM,DONE,170,13.65
3336,230,MEDIUM,DONE,46,16.57
3337,230,MEDIUM,DONE,151,12.65
3338,230,LOW,DONE,104,13.13
3339,230,HIGH,DONE,19,13.68
3340,230,MEDIUM,DONE,100,9.32
3341,230,MEDIUM,DONE,155,6.03
3342,230,HIGH,DONE,157,12.79
3343,230,MEDIUM,DONE,120,8.66
3344,230,HIGH,DONE,17,13.57
3345,230,MEDIUM,DELAYED,45,11.17
3346,230,HIGH,DELAYED,49,13.1
3347,230,HIGH,DELAYED,147,8.18
3348,230,MEDIUM,DELAYED,162,6.04
3349,230,HIGH,DELAYED,46,9.51
3350,230,LOW,BLOCKED,125,8.36
3351,231,HIGH,DONE,12,9.53
3352,231,HIGH,DONE,82,8.87
3353,231,MEDIUM,DONE,71,5.7
3354,231,MEDIUM,DONE,19,6.67
3355,231,HIGH,DELAYED,53,3.1
3356,231,HIGH,DELAYED,77,7.6
3357,232,MEDIUM,DONE,5,3.78
3358,232,LOW,DONE,9,4.52
3359,232,MEDIUM,DONE,28,3.56
3360,232,MEDIUM,DONE,14,0.0
3361,232,MEDIUM,DONE,45,2.41
3362,232,LOW,DONE,40,8.09
3363,232,LOW,DONE,44,0.0
3364,232,MEDIUM,DONE,32,0.8
3365,232,HIGH,DONE,44,8.76
3366,232,MEDIUM,DONE,3,0.0
3367,232,HIGH,DELAYED,24,1.77
3368,232,HIGH,DELAYED,21,4.89
3369,232,LOW,DELAYED,21,0.0
3370,232,LOW,DELAYED,34,2.97
3371,232,HIGH,DELAYED,23,2.16
3372,232,MEDIUM,DELAYED,7,1.45
3373,232,LOW,DELAYED,3,3.11
3374,232,MEDIUM,BLOCKED,11,2.09
3375,233,MEDIUM,DONE,32,17.68
3376,233,HIGH,DONE,37,15.14
3377,233,MEDIUM,DELAYED,78,11.33
3378,233,MEDIUM,IN_PROGRESS,9,15.71
3379,234,LOW,DONE,62,0.37
3380,234,LOW,DONE,128,6.0
3381,234,MEDIUM,DONE,58,7.79
3382,234,LOW,DONE,70,9.64
3383,234,LOW,DONE,98,9.91
3384,234,MEDIUM,DONE,39,7.1
3385,234,MEDIUM,DONE,94,7.87
3386,234,HIGH,DONE,44,3.51
3387,235,MEDIUM,DONE,8,14.28
3388,235,MEDIUM,DONE,119,12.17
3389,235,LOW,DONE,33,16.09
3390,235,MEDIUM,DONE,26,10.06
3391,235,MEDIUM,DONE,88,16.65
3392,235,LOW,DONE,11,11.42
3393,235,MEDIUM,DONE,117,16.5
3394,235,HIGH,DONE,50,18.27
3395,235,MEDIUM,DELAYED,108,9.81
3396,235,HIGH,DELAYED,4,13.04
3397,235,MEDIUM,DELAYED,82,15.58
3398,235,MEDIUM,DELAYED,110,15.36
3399,236,MEDIUM,DONE,130,17.35
3400,236,MEDIUM,DONE,33,16.93
3401,236,MEDIUM,DONE,67,17.85
3402,236,MEDIUM,DONE,53,17.36
3403,236,MEDIUM,DONE,146,22.85
3404,236,HIGH,DELAYED,57,16.74
3405,236,MEDIUM,DELAYED,137,16.18
3406,237,MEDIUM,DONE,55,13.45
3407,237,MEDIUM,DONE,23,14.85
3408,237,HIGH,DONE,64,12.21
3409,237,MEDIUM,DONE,25,13.12
3410,237,LOW,DONE,73,13.83
3411,237,MEDIUM,DONE,37,10.19
3412,237,HIGH,DONE,34,10.25
3413,237,MEDIUM,DONE,11,12.15
3414,237,LOW,DONE,44,9.57
3415,237,HIGH,DONE,29,15.57
3416,237,MEDIUM,DONE,88,13.72
3417,237,MEDIUM,DONE,66,13.81
3418,237,MEDIUM,DONE,47,13.3
3419,237,HIGH,DONE,79,6.66
3420,237,HIGH,DONE,64,15.07
3421,237,LOW,DONE,29,11.7
3422,237,MEDIUM,DELAYED,63,13.23
3423,237,LOW,DELAYED,62,17.79
3424,237,LOW,DELAYED,94,9.03
3425,237,MEDIUM,DELAYED,41,10.99
3426,237,HIGH,BLOCKED,69,12.87
3427,237,MEDIUM,BLOCKED,35,8.99
3428,238,MEDIUM,DONE,6,17.33
3429,238,MEDIUM,DONE,7,18.64
3430,238,MEDIUM,DONE,42,23.6
3431,238,MEDIUM,DONE,9,18.01
3432,238,MEDIUM,DONE,39,14.45
3433,238,LOW,DONE,17,18.78
3434,238,LOW,DONE,29,16.74
3435,238,MEDIUM,DONE,19,16.58
3436,238,HIGH,DONE,20,16.8
3437,238,MEDIUM,DONE,27,15.0
3438,238,HIGH,DELAYED,8,22.26
3439,238,MEDIUM,BLOCKED,39,21.83
3440,239,LOW,DONE,27,10.25
3441,239,MEDIUM,DONE,69,10.32
3442,239,MEDIUM,DONE,59,5.5
3443,239,MEDIUM,DONE,31,9.48
3444,239,LOW,DONE,9,8.1
3445,239,MEDIUM,DONE,86,11.64
3446,239,MEDIUM,DONE,35,10.54
3447,239,HIGH,DONE,62,5.38
3448,239,HIGH,DONE,46,8.04
3449,239,MEDIUM,DONE,58,7.47
3450,239,HIGH,DONE,56,9.92
3451,239,MEDIUM,DONE,69,15.77
3452,239,MEDIUM,DONE,2,8.6
3453,239,MEDIUM,DONE,47,13.51
3454,239,MEDIUM,DONE,55,13.11
3455,239,MEDIUM,DELAYED,78,12.73
3456,240,HIGH,DONE,73,3.58
3457,240,HIGH,DONE,89,3.26
3458,240,HIGH,DONE,47,5.67
3459,240,HIGH,DONE,87,4.98
3460,240,MEDIUM,DONE,102,4.39
3461,240,HIGH,DONE,98,2.87
3462,240,MEDIUM,DONE,17,5.13
3463,240,MEDIUM,DONE,64,10.87
3464,240,MEDIUM,DONE,88,8.23
3465,240,MEDIUM,DONE,25,3.04
3466,240,MEDIUM,DONE,84,4.56
3467,240,MEDIUM,DONE,93,2.7
3468,240,MEDIUM,DONE,18,8.42
3469,240,HIGH,DONE,33,9.22
3470,240,MEDIUM,DONE,95,3.5
3471,240,MEDIUM,DONE,28,5.02
3472,240,LOW,DELAYED,102,0.0
3473,241,MEDIUM,DONE,76,15.39
3474,241,MEDIUM,DONE,131,12.18
3475,241,HIGH,DELAYED,33,15.85
3476,241,HIGH,IN_PROGRESS,53,10.75
3477,242,MEDIUM,DONE,95,12.84
3478,242,MEDIUM,DONE,41,13.86
3479,242,MEDIUM,DONE,55,14.11
3480,242,MEDIUM,DONE,78,15.05
3481,242,MEDIUM,DONE,94,10.05
3482,242,MEDIUM,DONE,51,11.24
3483,242,MEDIUM,DONE,18,11.98
3484,242,MEDIUM,DONE,90,17.38
3485,242,MEDIUM,DONE,58,12.04
3486,242,MEDIUM,DONE,92,19.97
3487,242,HIGH,DONE,84,15.44
3488,242,MEDIUM,DONE,46,16.22
3489,242,HIGH,DONE,58,14.83
3490,242,LOW,DONE,89,13.47
3491,242,MEDIUM,DONE,26,19.77
3492,242,LOW,DONE,14,17.42
3493,242,HIGH,DELAYED,61,9.68
3494,242,MEDIUM,DELAYED,41,17.94
3495,242,HIGH,DELAYED,25,10.44
3496,242,MEDIUM,DELAYED,69,17.37
3497,242,MEDIUM,BLOCKED,4,16.2
3498,242,MEDIUM,BLOCKED,61,13.82
3499,242,MEDIUM,TODO,41,15.33
3500,242,MEDIUM,TODO,62,15.05
3501,242,LOW,TODO,37,17.79
3502,243,MEDIUM,DONE,54,12.52
3503,243,HIGH,DONE,103,14.11
3504,243,HIGH,DONE,58,11.56
3505,243,MEDIUM,DONE,26,14.33
3506,243,MEDIUM,DONE,57,4.74
3507,243,MEDIUM,DONE,57,8.95
3508,243,HIGH,DONE,62,8.66
3509,243,MEDIUM,DONE,3,8.9
3510,243,MEDIUM,DONE,30,8.79
3511,243,MEDIUM,DELAYED,46,12.22
3512,243,MEDIUM,DELAYED,5,11.97
3513,243,MEDIUM,DELAYED,67,13.23
3514,243,HIGH,DELAYED,27,14.03
3515,243,MEDIUM,BLOCKED,96,20.34
3516,243,MEDIUM,BLOCKED,54,11.02
3517,243,HIGH,BLOCKED,111,10.81
3518,243,LOW,BLOCKED,107,8.96
3519,243,MEDIUM,BLOCKED,73,10.44
3520,243,HIGH,TODO,89,12.75
3521,243,MEDIUM,TODO,74,8.28
3522,243,MEDIUM,TODO,91,8.45
3523,243,MEDIUM,IN_PROGRESS,89,9.16
3524,243,MEDIUM,IN_PROGRESS,74,14.27
3525,243,MEDIUM,TODO,96,8.16
3526,244,LOW,DONE,20,0.0
3527,244,HIGH,DONE,31,9.02
3528,244,HIGH,DONE,43,5.31
3529,244,MEDIUM,DONE,16,2.83
3530,244,HIGH,DONE,33,7.33
3531,244,HIGH,DELAYED,39,6.52
3532,244,LOW,DELAYED,68,2.21
3533,245,HIGH,DONE,62,10.9
3534,245,LOW,DONE,65,9.92
3535,245,MEDIUM,DONE,19,12.22
3536,245,MEDIUM,DONE,61,12.66
3537,245,MEDIUM,DONE,52,16.3
3538,245,HIGH,DONE,17,11.14
3539,245,HIGH,DONE,67,12.67
3540,245,MEDIUM,DONE,61,1.71
3541,245,HIGH,DONE,55,14.84
3542,245,HIGH,DONE,42,13.93
3543,245,MEDIUM,DONE,15,15.86
3544,245,MEDIUM,DONE,26,11.58
3545,245,LOW,DONE,45,12.96
3546,245,HIGH,DONE,66,14.22
3547,245,MEDIUM,DONE,17,8.04
3548,245,MEDIUM,DONE,20,10.55
3549,245,MEDIUM,DONE,1,16.42
3550,245,MEDIUM,DONE,40,13.68
3551,245,HIGH,DONE,2,12.21
3552,245,MEDIUM,DONE,49,10.23
3553,245,MEDIUM,DONE,29,16.74
3554,245,MEDIUM,DELAYED,51,9.46
3555,245,MEDIUM,DELAYED,6,13.13
3556,245,HIGH,DELAYED,24,13.58
3557,245,HIGH,DELAYED,45,10.18
3558,246,MEDIUM,DONE,38,14.53
3559,246,MEDIUM,DONE,20,9.98
3560,246,MEDIUM,DONE,6,13.04
3561,246,MEDIUM,DONE,22,13.81
3562,246,LOW,DONE,33,16.91
3563,246,LOW,DONE,7,11.28
3564,246,MEDIUM,DONE,31,13.39
3565,246,MEDIUM,DONE,21,11.97
3566,246,MEDIUM,DONE,51,15.78
3567,246,MEDIUM,DONE,52,15.39
3568,246,LOW,DELAYED,21,12.45
3569,246,MEDIUM,DELAYED,50,11.27
3570,246,MEDIUM,DELAYED,52,10.34
3571,246,MEDIUM,DELAYED,34,12.24
3572,246,MEDIUM,DELAYED,29,7.5
3573,246,MEDIUM,DELAYED,53,13.0
3574,246,MEDIUM,BLOCKED,25,12.12
3575,246,HIGH,BLOCKED,53,9.11
3576,246,LOW,IN_PROGRESS,11,12.64
3577,246,LOW,TODO,23,15.27
3578,246,MEDIUM,TODO,24,10.33
3579,246,MEDIUM,TODO,8,14.19
3580,247,LOW,DONE,51,12.29
3581,247,MEDIUM,DONE,94,13.29
3582,247,LOW,DONE,20,14.73
3583,247,MEDIUM,DONE,94,10.82
3584,247,HIGH,DONE,18,13.68
3585,247,HIGH,DONE,90,11.96
3586,247,MEDIUM,DONE,81,19.67
3587,247,LOW,DONE,90,8.85
3588,247,MEDIUM,DONE,17,11.18
3589,247,MEDIUM,DONE,60,9.12
3590,247,MEDIUM,DONE,74,7.88
3591,247,LOW,DONE,69,11.56
3592,247,MEDIUM,DONE,39,7.82
3593,247,LOW,DONE,40,9.81
3594,247,MEDIUM,DONE,68,11.46
3595,247,MEDIUM,DONE,44,6.26
3596,247,MEDIUM,DONE,68,10.68
3597,247,MEDIUM,DONE,13,12.27
3598,247,MEDIUM,DONE,81,17.15
3599,247,HIGH,DONE,88,11.91
3600,247,MEDIUM,DONE,80,12.37
3601,247,MEDIUM,BLOCKED,62,9.54
3602,247,LOW,BLOCKED,1,13.16
3603,248,MEDIUM,DONE,37,11.47
3604,248,MEDIUM,DONE,6,10.01
3605,248,HIGH,DONE,7,7.51
3606,248,HIGH,DONE,45,7.16
3607,248,MEDIUM,DONE,47,12.75
3608,248,MEDIUM,DONE,19,7.09
3609,248,LOW,DONE,43,3.22
3610,248,MEDIUM,DONE,9,12.33
3611,248,MEDIUM,DONE,12,5.09
3612,248,HIGH,DONE,32,5.94
3613,248,LOW,DONE,28,3.17
3614,248,MEDIUM,DONE,30,9.6
3615,248,MEDIUM,DONE,47,12.8
3616,248,MEDIUM,DONE,30,11.85
3617,248,MEDIUM,DELAYED,21,9.61
3618,248,MEDIUM,DELAYED,13,8.12
3619,248,MEDIUM,BLOCKED,32,4.44
3620,248,MEDIUM,BLOCKED,16,9.34
3621,248,LOW,BLOCKED,23,7.31
3622,248,HIGH,BLOCKED,2,10.04
3623,248,HIGH,BLOCKED,44,6.63
3624,248,MEDIUM,IN_PROGRESS,3,12.98
3625,249,MEDIUM,DONE,60,0.0
3626,249,MEDIUM,DONE,37,4.4
3627,249,LOW,DONE,35,1.02
3628,249,MEDIUM,DONE,67,9.43
3629,249,MEDIUM,DONE,66,3.23
3630,249,LOW,DONE,47,2.91
3631,249,HIGH,DONE,46,4.97
3632,249,MEDIUM,DELAYED,50,2.52
3633,249,MEDIUM,BLOCKED,47,2.54
3634,249,LOW,BLOCKED,24,7.86
3635,249,LOW,TODO,46,5.08
3636,249,MEDIUM,IN_PROGRESS,46,3.16
3637,250,HIGH,DONE,57,17.67
3638,250,MEDIUM,DONE,57,14.0
3639,250,LOW,DONE,71,14.07
3640,250,LOW,DONE,40,15.68
3641,250,LOW,DONE,57,11.87
3642,250,MEDIUM,DONE,21,11.78
3643,250,MEDIUM,DELAYED,49,14.94
3644,250,HIGH,BLOCKED,48,13.18
3645,251,MEDIUM,DONE,91,0.0
3646,251,MEDIUM,DONE,17,14.63
3647,251,MEDIUM,DONE,56,11.2
3648,251,LOW,DELAYED,114,6.25
3649,252,HIGH,DONE,22,9.32
3650,252,MEDIUM,DONE,80,6.75
3651,252,MEDIUM,DONE,54,4.48
3652,252,MEDIUM,DONE,46,14.23
3653,252,MEDIUM,DONE,18,10.53
3654,252,HIGH,DONE,81,13.94
3655,252,MEDIUM,DONE,37,7.38
3656,252,LOW,DONE,65,13.65
3657,252,MEDIUM,DONE,86,13.13
3658,252,LOW,DONE,26,6.06
3659,252,MEDIUM,DELAYED,48,11.02
3660,252,MEDIUM,DELAYED,36,9.03
3661,252,HIGH,DELAYED,29,18.45
3662,252,LOW,DELAYED,66,10.26
3663,252,MEDIUM,DELAYED,14,7.46
3664,252,MEDIUM,DELAYED,62,11.82
3665,252,HIGH,BLOCKED,60,8.3
3666,252,MEDIUM,IN_PROGRESS,71,9.28
3667,253,MEDIUM,DONE,68,14.21
3668,253,MEDIUM,DONE,88,3.07
3669,253,LOW,DONE,63,13.11
3670,253,MEDIUM,DONE,28,8.42
3671,253,MEDIUM,DONE,37,4.65
3672,253,HIGH,DONE,20,7.69
3673,253,MEDIUM,DONE,53,8.01
3674,253,HIGH,DONE,97,16.46
3675,253,MEDIUM,DONE,12,10.51
3676,253,MEDIUM,DONE,33,10.85
3677,253,LOW,DONE,48,6.25
3678,253,MEDIUM,DELAYED,102,8.04
3679,253,HIGH,BLOCKED,14,6.31
3680,253,HIGH,BLOCKED,49,8.18
3681,254,LOW,DONE,118,11.72
3682,254,MEDIUM,DONE,148,17.25
3683,254,MEDIUM,DONE,91,14.82
3684,254,LOW,DONE,105,13.54
3685,254,MEDIUM,DONE,80,16.24
3686,254,MEDIUM,DONE,61,17.32
3687,254,MEDIUM,DONE,55,12.87
3688,254,MEDIUM,DONE,163,13.37
3689,254,MEDIUM,DONE,172,14.19
3690,254,MEDIUM,DONE,132,14.85
3691,254,MEDIUM,DONE,43,21.38
3692,254,LOW,DONE,128,12.57
3693,254,MEDIUM,DONE,76,16.91
3694,254,MEDIUM,DONE,20,23.0
3695,254,MEDIUM,DONE,169,11.64
3696,254,MEDIUM,DELAYED,25,15.9
3697,255,HIGH,DONE,99,7.97
3698,255,LOW,DONE,23,11.97
3699,255,HIGH,DONE,44,3.92
3700,255,HIGH,DONE,10,7.11
3701,255,LOW,DONE,45,9.64
3702,255,MEDIUM,DONE,142,8.53
3703,255,MEDIUM,DONE,86,11.17
3704,255,HIGH,DONE,126,8.95
3705,255,LOW,DONE,13,10.95
3706,255,MEDIUM,DELAYED,150,6.84
3707,255,MEDIUM,DELAYED,114,10.74
3708,255,LOW,DELAYED,41,7.44
3709,255,MEDIUM,DELAYED,123,1.17
3710,256,MEDIUM,DONE,129,7.16
3711,256,LOW,DONE,26,5.89
3712,256,LOW,DONE,123,13.62
3713,256,MEDIUM,DONE,29,17.81
3714,256,MEDIUM,DONE,11,11.76
3715,256,LOW,DONE,119,12.52
3716,256,HIGH,DONE,86,11.88
3717,256,HIGH,DONE,88,8.98
3718,256,MEDIUM,DONE,2,12.5
3719,256,HIGH,DONE,40,7.26
3720,256,LOW,DONE,78,8.94
3721,256,MEDIUM,DONE,57,17.28
3722,256,HIGH,DONE,136,17.96
3723,256,LOW,DELAYED,56,11.49
3724,257,MEDIUM,DONE,90,17.29
3725,257,LOW,DONE,35,13.2
3726,257,MEDIUM,DONE,102,19.82
3727,257,LOW,DONE,45,8.62
3728,257,MEDIUM,DONE,91,13.55
3729,257,HIGH,DONE,70,10.13
3730,257,MEDIUM,DONE,13,11.05
3731,257,MEDIUM,DONE,22,9.92
3732,257,MEDIUM,DONE,18,16.23
3733,257,LOW,DONE,32,14.89
3734,257,MEDIUM,DONE,71,12.55
3735,257,MEDIUM,DONE,1,13.01
3736,257,HIGH,DONE,42,17.15
3737,257,MEDIUM,DONE,89,11.25
3738,257,HIGH,DONE,67,11.75
3739,257,HIGH,DONE,50,15.1
3740,257,HIGH,DONE,60,18.3
3741,257,HIGH,DONE,9,17.38
3742,257,MEDIUM,DONE,28,19.59
3743,257,MEDIUM,DONE,84,21.81
3744,257,MEDIUM,DONE,66,17.38
3745,257,MEDIUM,DELAYED,18,20.6
3746,257,LOW,DELAYED,90,12.79
3747,258,MEDIUM,DONE,23,14.98
3748,258,LOW,DONE,101,20.4
3749,258,HIGH,DONE,26,12.57
3750,258,MEDIUM,DELAYED,41,9.39
3751,258,HIGH,BLOCKED,29,18.33
3752,259,LOW,DONE,5,6.27
3753,259,HIGH,DONE,29,9.48
3754,259,MEDIUM,DONE,10,8.64
3755,259,LOW,DONE,50,6.03
3756,259,MEDIUM,DONE,14,12.92
3757,259,HIGH,DONE,1,10.04
3758,259,HIGH,DONE,31,8.19
3759,259,MEDIUM,DONE,39,12.42
3760,259,MEDIUM,DONE,48,4.91
3761,259,HIGH,DELAYED,10,9.53
3762,259,MEDIUM,DELAYED,23,9.82
3763,259,HIGH,DELAYED,8,8.27
3764,259,MEDIUM,BLOCKED,53,5.94
3765,259,HIGH,IN_PROGRESS,42,4.26
3766,260,MEDIUM,DONE,96,10.23
3767,260,HIGH,DONE,92,1.57
3768,260,MEDIUM,DONE,111,12.54
3769,260,HIGH,DONE,3,8.58
3770,260,MEDIUM,DONE,19,8.18
3771,260,HIGH,DONE,20,4.38
3772,260,MEDIUM,DONE,75,9.26
3773,260,MEDIUM,DONE,111,8.27
3774,260,HIGH,DELAYED,14,12.6
3775,260,LOW,DELAYED,116,6.51
3776,260,MEDIUM,DELAYED,41,9.57
3777,260,LOW,BLOCKED,23,4.83
3778,260,HIGH,BLOCKED,39,4.97
3779,261,MEDIUM,DONE,55,9.43
3780,261,MEDIUM,DONE,58,5.74
3781,261,LOW,DONE,140,5.7
3782,261,HIGH,DONE,29,3.41
3783,261,LOW,DONE,2,8.87
3784,261,HIGH,DONE,127,5.26
3785,261,LOW,DONE,65,9.19
3786,261,MEDIUM,DONE,27,9.43
3787,261,MEDIUM,DONE,141,7.83
3788,261,HIGH,DONE,69,4.78
3789,261,MEDIUM,DONE,135,10.97
3790,261,HIGH,DONE,117,6.06
3791,261,HIGH,DONE,138,8.62
3792,261,LOW,DONE,52,4.66
3793,261,MEDIUM,DONE,47,11.46
3794,261,MEDIUM,DONE,33,3.73
3795,261,HIGH,DONE,103,9.07
3796,261,MEDIUM,DELAYED,100,8.91
3797,261,LOW,DELAYED,4,8.46
3798,262,LOW,DONE,52,15.31
3799,262,MEDIUM,DONE,20,18.47
3800,262,HIGH,DONE,90,15.19
3801,262,HIGH,DONE,134,19.08
3802,262,HIGH,DONE,100,20.62
3803,262,MEDIUM,DONE,34,7.57
3804,262,LOW,DONE,55,10.79
3805,262,MEDIUM,DONE,38,19.44
3806,262,MEDIUM,DONE,65,20.88
3807,262,MEDIUM,DONE,111,8.64
3808,262,HIGH,DONE,52,12.15
3809,262,MEDIUM,DONE,7,11.3
3810,262,MEDIUM,DONE,10,12.72
3811,262,MEDIUM,DONE,18,14.93
3812,262,HIGH,DONE,80,9.61
3813,262,MEDIUM,DELAYED,70,15.07
3814,262,LOW,DELAYED,118,16.85
3815,262,HIGH,DELAYED,98,15.51
3816,262,MEDIUM,BLOCKED,9,12.48
3817,262,MEDIUM,BLOCKED,95,12.86
3818,262,MEDIUM,BLOCKED,8,14.78
3819,263,MEDIUM,DONE,69,12.18
3820,263,MEDIUM,DONE,68,12.7
3821,263,LOW,DONE,26,10.99
3822,263,MEDIUM,DONE,26,10.74
3823,263,LOW,DONE,37,14.14
3824,263,LOW,DONE,24,14.32
3825,263,MEDIUM,DONE,49,12.68
3826,264,MEDIUM,DONE,8,8.87
3827,264,HIGH,DONE,119,9.63
3828,264,LOW,DONE,38,8.38
3829,264,MEDIUM,DONE,162,8.97
3830,264,HIGH,DONE,52,6.72
3831,264,LOW,DONE,76,18.0
3832,264,LOW,DONE,26,15.33
3833,264,MEDIUM,DONE,112,14.74
3834,264,MEDIUM,DONE,132,9.38
3835,264,HIGH,DONE,86,10.56
3836,264,HIGH,DONE,54,5.76
3837,264,MEDIUM,DELAYED,6,10.76
3838,264,MEDIUM,DELAYED,115,9.76
3839,264,HIGH,BLOCKED,92,10.52
3840,264,LOW,BLOCKED,1,11.25
3841,265,LOW,DONE,59,11.7
3842,265,MEDIUM,DONE,47,7.59
3843,265,MEDIUM,DONE,118,3.68
3844,265,HIGH,DONE,3,6.45
3845,265,HIGH,DONE,17,7.54
3846,265,HIGH,DONE,165,11.59
3847,265,LOW,DONE,56,9.24
3848,265,LOW,DONE,168,15.74
3849,265,LOW,DONE,163,11.95
3850,265,MEDIUM,DONE,38,7.57
3851,265,LOW,DONE,36,6.59
3852,265,HIGH,DONE,40,9.79
3853,265,LOW,DONE,92,8.71
3854,265,MEDIUM,DONE,66,10.34
3855,265,LOW,DONE,21,6.36
3856,265,HIGH,DONE,10,5.95
3857,265,MEDIUM,DELAYED,13,9.13
3858,265,LOW,BLOCKED,31,14.65
3859,265,HIGH,BLOCKED,150,7.21
3860,266,MEDIUM,DONE,25,12.42
3861,266,LOW,DONE,79,16.02
3862,266,LOW,DONE,17,10.4
3863,266,LOW,DONE,105,9.87
3864,266,MEDIUM,DONE,31,16.24
3865,266,MEDIUM,DONE,79,9.1
3866,266,MEDIUM,DONE,60,10.67
3867,266,MEDIUM,DONE,119,3.5
3868,266,MEDIUM,DONE,130,8.27
3869,266,MEDIUM,DONE,71,12.81
3870,266,MEDIUM,DONE,111,7.72
3871,266,MEDIUM,DONE,42,9.69
3872,266,LOW,DONE,92,13.42
3873,266,MEDIUM,DONE,150,9.71
3874,266,MEDIUM,DONE,42,10.89
3875,266,HIGH,DONE,71,11.2
3876,266,MEDIUM,DONE,103,7.67
3877,266,LOW,DONE,38,8.79
3878,266,HIGH,DONE,93,7.41
3879,266,MEDIUM,DELAYED,11,10.0
3880,267,LOW,DONE,50,10.66
3881,267,MEDIUM,DONE,26,9.51
3882,267,MEDIUM,DONE,57,16.02
3883,267,MEDIUM,DONE,53,10.15
3884,267,MEDIUM,DONE,16,12.28
3885,267,MEDIUM,DONE,57,8.81
3886,267,MEDIUM,DONE,8,6.84
3887,267,HIGH,DONE,56,8.54
3888,267,MEDIUM,DONE,18,12.74
3889,267,LOW,DONE,21,11.73
3890,267,MEDIUM,DONE,15,11.92
3891,267,LOW,DONE,57,8.12
3892,267,MEDIUM,DONE,22,15.46
3893,267,LOW,DONE,14,15.19
3894,267,MEDIUM,DONE,3,12.01
3895,267,MEDIUM,DONE,54,11.12
3896,267,HIGH,DELAYED,20,12.04
3897,267,MEDIUM,DELAYED,17,12.47
3898,267,MEDIUM,DELAYED,4,7.24
3899,267,MEDIUM,DELAYED,11,11.11
3900,267,MEDIUM,DELAYED,45,4.5
3901,267,LOW,BLOCKED,11,14.09
3902,267,MEDIUM,BLOCKED,5,19.04
3903,267,LOW,TODO,51,13.07
3904,267,MEDIUM,IN_PROGRESS,8,11.69
3905,268,HIGH,DONE,50,7.22
3906,268,MEDIUM,DONE,56,7.61
3907,268,MEDIUM,DELAYED,35,14.18
3908,268,MEDIUM,DELAYED,66,13.8
3909,269,HIGH,DONE,56,13.25
3910,269,MEDIUM,DONE,66,17.63
3911,269,MEDIUM,DONE,39,17.72
3912,269,HIGH,DONE,25,13.64
3913,269,LOW,DONE,6,15.28
3914,269,LOW,DONE,15,12.9
3915,269,MEDIUM,DONE,14,15.62
3916,269,MEDIUM,DONE,64,14.29
3917,269,MEDIUM,DONE,96,15.89
3918,269,HIGH,DELAYED,46,17.28
3919,269,LOW,DELAYED,12,12.55
